Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
KKP.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,44.123443603515625,7693064000.0,829389844.0,0.06,33403874000.0,-0.0637158894179191,-0.20409297943115234,0.14037709001323323,44.12320502057849,2025-06-30,50,14,2025-12-30,2025-12-30,68.0,0.5411308466998701,0.1561272221846277,0.3850036245152424,6
SAWAD.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,15.9121675491333,4290744000.0,1657653288.0,0.06,59219688000.0,0.0596463149191586,-0.054744720458984375,0.11439103537814298,15.911908893712784,2025-06-30,50,14,2025-12-30,2025-12-30,25.5,0.602547228167474,0.1561272221846277,0.44642000598284626,6
KTC.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,22.595703125,6668052000.0,2584040278.0,0.06,52627385000.0,-0.0268068791371918,-0.09068489074707031,0.06387801160987852,22.5958109206363,2025-06-30,50,14,2025-12-30,2025-12-30,24.71405029296875,0.09375,0.1561272221846277,-0.06237722218462771,6
KCE.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,17.315677642822266,851411000.0,1209521053.0,0.06,-1240658000.0,0.0262695883242207,-0.02447509765625,0.0507446859804707,17.316197121760354,2025-06-30,50,14,2025-12-30,2025-12-30,17.716814041137695,0.023166081431511776,0.1561272221846277,-0.13296114075311594,6
GLOBAL.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,4.703405380249023,1008594000.0,5394522518.0,0.06,8200901000.0,0.0988111886685136,0.052703857421875,0.0461073312466386,4.703148909815659,2025-06-30,50,14,2025-12-30,2025-12-30,5.973325252532959,0.27000008921550767,0.1561272221846277,0.11387286703087995,6
BGRIM.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,10.05215072631836,4643165000.0,2606900000.0,0.06,96819956000.0,0.0259865539584696,0.003734588623046875,0.022251965335422726,10.052000888917945,2025-06-30,50,14,2025-12-30,2025-12-30,13.82278060913086,0.37510677918311597,0.1561272221846277,0.21897955699848826,6
COM7.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,17.595556259155273,3513038000.0,2354998000.0,0.06,6094911000.0,-0.1093552889321269,-0.1307220458984375,0.0213667569663106,17.595815768386274,2025-06-30,50,14,2025-12-30,2025-12-30,18.64177894592285,0.05945948348312147,0.1561272221846277,-0.09666773870150625,6
OSP.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,14.64912223815918,1172183000.0,3012116667.0,0.06,-1156233000.0,0.0638019393709112,0.07396697998046875,-0.010165040609557544,14.649494169176679,2025-06-30,50,14,2025-12-30,2025-12-30,16.100000381469727,0.0990419848863835,0.1561272221846277,-0.05708523729824422,6
KBANK.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,151.70468139648438,48164937000.0,2369328000.0,0.06,216651226000.0,-0.1928775616737389,-0.1539592742919922,-0.03891828738174671,151.70546677104548,2025-06-30,50,14,2025-12-30,2025-12-30,194.5,0.282096229394984,0.1561272221846277,0.1259690072103563,6
TCAP.BK,2025-06-30,2025-03-31,2025-05-15,quarterly,fixed,True,46,44.58951187133789,2815766000.0,1048604000.0,0.06,50991430000.0,0.0155847459626337,0.06192207336425781,-0.046337327401624114,44.58930824896259,2025-06-30,50,14,2025-12-30,2025-12-30,58.25,0.30636101530061977,0.1561272221846277,0.15023379311599205,6
