Horizon_Months,Portfolio_Return,Benchmark_Return,Active_Return,Hit_Rate,Observations,Avg_Turnover,Avg_Universe_Count,Avg_Excluded_Count
3,0.018253720516594588,-3.3533295267861565e-05,0.018287253811862445,53.84615384615385,13,0.43076923076923074,50.0,17.923076923076923
6,0.02103984863303415,0.005518525046869962,0.015521323586164188,69.23076923076923,13,0.43076923076923074,50.0,17.923076923076923
12,0.022051468744458083,0.015788027672617392,0.006263441071840689,61.53846153846154,13,0.43076923076923074,50.0,17.923076923076923
