WACC_Assumption,Horizon_Months,Portfolio_Return,Benchmark_Return,Active_Return,Hit_Rate,Observations,Backtest_Output,Signals
0.06,3,0.0182537205165945,-3.3533295267861565e-05,0.0182872538118624,53.84615384615385,13,research_data/latest/backtest/sensitivity_runs/wacc_06,417
0.08,3,0.0167848981558767,-3.3533295267861565e-05,0.0168184314511445,53.84615384615385,13,research_data/latest/backtest/sensitivity_runs/wacc_08,408
0.1,3,0.0182113903055804,-3.3533295267861565e-05,0.0182449236008482,53.84615384615385,13,research_data/latest/backtest/sensitivity_runs/wacc_10,403
0.06,6,0.0210398486330341,0.0055185250468699,0.0155213235861641,69.23076923076923,13,research_data/latest/backtest/sensitivity_runs/wacc_06,417
0.08,6,0.0220322073665474,0.0055185250468699,0.0165136823196774,69.23076923076923,13,research_data/latest/backtest/sensitivity_runs/wacc_08,408
0.1,6,0.0244317357216759,0.0055185250468699,0.0189132106748059,69.23076923076923,13,research_data/latest/backtest/sensitivity_runs/wacc_10,403
0.06,12,0.022051468744458,0.0157880276726173,0.0062634410718406,61.53846153846154,13,research_data/latest/backtest/sensitivity_runs/wacc_06,417
0.08,12,0.0242898218941027,0.0157880276726173,0.0085017942214853,61.53846153846154,13,research_data/latest/backtest/sensitivity_runs/wacc_08,408
0.1,12,0.0295740603330838,0.0157880276726173,0.0137860326604664,61.53846153846154,13,research_data/latest/backtest/sensitivity_runs/wacc_10,403
