Ticker,Ban_Rebalance_Date,Triggered_By_Exit_Date,Triggered_By_Return,Losing_Buy_Rounds,Max_Losing_Buy_Rounds,Case_Name,Top_N,Stop_Loss_Pct
RCL.BK,2022-03-31,2022-06-30,-0.11494247033433502,3,2,damodaran,5,0.0
CGD.BK,2023-06-30,2023-10-02,-0.028571401810159047,3,2,damodaran,5,0.0
ASAP.BK,2024-01-03,2024-04-01,-0.04848480294668034,3,2,damodaran,5,0.0
GPI.BK,2024-04-01,2024-07-01,-0.06971304725504823,3,2,damodaran,5,0.0
SPALI.BK,2024-04-01,2024-07-01,-0.11385432558012898,3,2,damodaran,5,0.0
KBS.BK,2024-09-30,2025-01-02,-0.1703703272880812,3,2,damodaran,5,0.0
KSL.BK,2024-09-30,2025-01-02,-0.18859648976343346,3,2,damodaran,5,0.0
JAS.BK,2026-03-31,2026-04-10,-0.026315764707210976,3,2,damodaran,5,0.0
