Rebalance_Date,Horizon_Months,Case_Name,Top_N,Top_N_Requested,Stop_Loss_Pct,Portfolio_Return,Benchmark_Return,Active_Return,Hit,Universe_Count,Eligible_Count,Excluded_Count,Turnover
2022-06-30,3,baseline,1,10,0.0,0.16990290224829252,0.013504845475386107,0.1563980567729064,True,100,1,99,0.0
2022-06-30,6,baseline,1,10,0.0,0.16504852909018952,0.06397255739308316,0.10107597169710636,True,100,1,99,0.0
2022-06-30,12,baseline,1,10,0.0,0.08894621631223543,-0.04159200059714696,0.1305382169093824,True,100,1,99,0.0
2022-09-30,3,baseline,1,10,0.0,-0.0041493812424723275,0.049795234964096435,-0.05394461620656876,False,100,1,99,0.0
2022-09-30,6,baseline,1,10,0.0,-0.00829869483603396,0.010009395399802168,-0.018308090235836127,False,100,1,99,0.0
2022-09-30,12,baseline,1,10,0.0,0.0030544159720702346,-0.07428701633159174,0.07734143230366197,True,100,1,99,0.0
2023-01-03,3,baseline,1,10,0.0,-0.004184103843431264,-0.04681440225701061,0.04263029841357935,True,100,1,99,0.0
2023-01-03,6,baseline,1,10,0.0,-0.057124678818169516,-0.10252119328300269,0.04539651446483317,True,100,1,99,0.0
2023-01-03,12,baseline,1,10,0.0,-0.022838247690188718,-0.14851366012312528,0.12567541243293656,True,100,1,99,0.0
2023-03-31,3,baseline,10,10,0.0,-0.1127795758295449,-0.06591600978310264,-0.04686356604644226,False,100,10,90,0.9
2023-03-31,6,baseline,10,10,0.0,-0.07685964701875175,-0.08559691423080962,0.008737267212057864,True,100,10,90,0.9
2023-03-31,12,baseline,10,10,0.0,0.09595941078417472,-0.14369525670024275,0.23965466748441747,True,100,10,90,0.9
2023-06-30,3,baseline,9,10,0.0,0.04728235251238798,-0.021069737468829675,0.06835208998121765,True,100,9,91,0.09999999999999998
2023-06-30,6,baseline,9,10,0.0,0.21568550498706995,-0.05804670442229787,0.2737322094093678,True,100,9,91,0.09999999999999998
2023-06-30,12,baseline,9,10,0.0,0.4589636289845997,-0.13448208231767111,0.5934457113022709,True,100,9,91,0.09999999999999998
2023-10-02,3,baseline,9,10,0.0,0.11657339770014732,-0.036482780597410724,0.15305617829755805,True,100,9,91,0.0
2023-10-02,6,baseline,9,10,0.0,0.20057208475361119,-0.061246990317845085,0.2618190750714563,True,100,9,91,0.0
2023-10-02,12,baseline,9,10,0.0,0.34793076064605916,-0.012290186193243069,0.3602209468393022,True,100,9,91,0.0
2024-01-03,3,baseline,7,10,0.0,0.013958421606377376,-0.037723348788582634,0.05168177039496001,True,100,7,93,0.2222222222222222
2024-01-03,6,baseline,7,10,0.0,0.034684260057614415,-0.0943747600104411,0.1290590200680555,True,100,7,93,0.2222222222222222
2024-01-03,12,baseline,7,10,0.0,-0.06517952417681269,-0.03137895769839538,-0.03380056647841731,False,100,7,93,0.2222222222222222
2024-04-01,3,baseline,6,10,0.0,0.017241056138723104,-0.05808710964807495,0.07532816578679806,True,100,6,94,0.4285714285714286
2024-04-01,6,baseline,6,10,0.0,0.07356179737204215,0.06174794481757773,0.011813852554464419,True,100,6,94,0.4285714285714286
2024-04-01,12,baseline,6,10,0.0,-0.2525723953857912,-0.15328961922712747,-0.09928277615866371,False,100,6,94,0.4285714285714286
2024-07-01,3,baseline,3,10,0.0,-0.006127491129432783,0.12722519852221037,-0.13335268965164315,False,100,3,97,0.5
2024-07-01,6,baseline,3,10,0.0,-0.3366947999755856,0.07762341728299949,-0.4143182172585851,False,100,3,97,0.5
2024-07-01,12,baseline,3,10,0.0,-0.5501868449853494,-0.14571898978558895,-0.4044678551997605,False,100,3,97,0.5
2024-09-30,3,baseline,3,10,0.0,-0.32247545694788765,-0.03355811005563736,-0.2889173468922503,False,100,3,97,0.0
2024-09-30,6,baseline,3,10,0.0,-0.5110464906700877,-0.18869019358714412,-0.32235629708294355,False,100,3,97,0.0
2024-09-30,12,baseline,3,10,0.0,-0.43067070699329246,-0.12055238875995622,-0.31011831823333624,False,100,3,97,0.0
2025-03-31,3,baseline,10,10,0.0,-0.06469953515101719,-0.059174942577125744,-0.005524592573891443,False,100,15,85,0.8
2025-03-31,6,baseline,10,10,0.0,0.1375570467393505,0.10023407641113335,0.03732297032821716,True,100,15,85,0.8
2025-03-31,12,baseline,10,10,0.0,0.3880905959849925,0.25045554092394995,0.13763505506104257,True,100,15,85,0.8
2025-06-30,3,baseline,10,10,0.0,0.16756256090052035,0.16943534584943487,-0.0018727849489145187,False,100,13,87,0.4
2025-06-30,6,baseline,10,10,0.0,0.16869694273967006,0.1561272221846277,0.012569720555042352,True,100,13,87,0.4
2025-06-30,12,baseline,10,10,0.0,0.27868762134409353,0.38298017987657174,-0.10429255853247821,False,100,13,87,0.4
2025-09-30,3,baseline,10,10,0.0,0.0029358823001257917,-0.011379956756087717,0.014315839056213508,True,100,12,88,0.30000000000000004
2025-09-30,6,baseline,10,10,0.0,0.08584436548432187,0.1376974384271472,-0.051853072942825346,False,100,12,88,0.30000000000000004
2025-09-30,12,baseline,10,10,0.0,0.10823697780669268,0.1826050792675724,-0.07436810146087973,False,100,12,88,0.30000000000000004
2026-01-05,3,baseline,10,10,0.0,0.04133190002839658,0.13589308584545168,-0.0945611858170551,False,100,13,87,0.5
2026-01-05,6,baseline,10,10,0.0,0.046246544633061826,0.17717269508314293,-0.1309261504500811,False,100,13,87,0.5
2026-01-05,12,baseline,10,10,0.0,0.046246544633061826,0.17717269508314293,-0.1309261504500811,False,100,13,87,0.5
2026-03-31,3,baseline,10,10,0.0,0.012720630437009096,0.0405347207991662,-0.027814090362157106,False,100,13,87,0.30000000000000004
