Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Losing_Buy_Rounds,Buy_Ban_Active,Rebalance_Date,Universe_Count,Eligible_Count,Excluded_Count,Case_Name,Top_N_Requested,Stop_Loss_Pct
BCT.BK,2022-06-30,2022-03-31,2022-05-15,annual,fixed,True,46,48.20026779174805,303945164.0,300000000.0,0.08,-4814661462.0,0.0,0.11783218383789062,-0.11783218383789062,48.20100803510777,0,False,2022-06-30,100,1,99,baseline,10,0.0
BCT.BK,2022-09-30,2022-03-31,2022-05-15,annual,fixed,True,138,56.38963317871094,303945164.0,300000000.0,0.08,-4814661462.0,0.0,0.1585216522216797,-0.1585216522216797,56.38951632757491,0,False,2022-09-30,100,1,99,baseline,10,0.0
BCT.BK,2023-01-03,2022-03-31,2022-05-15,annual,fixed,True,233,55.92167282104492,303945164.0,300000000.0,0.08,-4814661462.0,0.0,0.15641021728515625,-0.15641021728515625,55.92146126657748,1,False,2023-01-03,100,1,99,baseline,10,0.0
ASAP.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,2.5199999809265137,3077595528.0,725999972.0,0.08,6273882406.0,0.0,-0.30620574951171875,0.30620574951171875,2.520044502659334,0,False,2023-03-31,100,10,90,baseline,10,0.0
KBS.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,4.1462907791137695,1525239117.0,600000000.0,0.08,3922923516.0,0.0,-0.225250244140625,0.225250244140625,4.146717547538087,0,False,2023-03-31,100,10,90,baseline,10,0.0
JAS.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,0.9727272987365724,7710376879.0,8593000000.0,0.08,57138395473.0,0.0,-0.107421875,0.107421875,0.9721816999106196,0,False,2023-03-31,100,10,90,baseline,10,0.0
ITD.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,1.6100000143051147,5264823000.0,5279869000.0,0.08,41305876000.0,0.0,-0.0894317626953125,0.0894317626953125,1.6109456969729807,0,False,2023-03-31,100,10,90,baseline,10,0.0
SITHAI.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,1.2988649606704712,287597374.0,2710000000.0,0.08,1393960651.0,0.0,0.0101318359375,-0.0101318359375,1.2986979192705692,0,False,2023-03-31,100,10,90,baseline,10,0.0
MEGA.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,36.53911590576172,1683881000.0,871870000.0,0.08,-2032594000.0,0.0,0.01628875732421875,-0.01628875732421875,36.53858632304328,0,False,2023-03-31,100,10,90,baseline,10,0.0
AKR.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,0.7935221791267395,52451631.0,1471532856.0,0.08,239787774.0,0.0,0.088134765625,-0.088134765625,0.7931307942985989,0,False,2023-03-31,100,10,90,baseline,10,0.0
ASIAN.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,8.941061973571777,186379816.0,815670513.0,0.08,-965028858.0,0.0,0.1298828125,-0.1298828125,8.941811310988617,0,False,2023-03-31,100,10,90,baseline,10,0.0
BCT.BK,2023-03-31,2022-03-31,2022-05-15,annual,fixed,True,320,56.1556510925293,303945164.0,300000000.0,0.08,-4814661462.0,0.0,0.1574687957763672,-0.1574687957763672,56.155497306100926,1,False,2023-03-31,100,10,90,baseline,10,0.0
TU.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,12.176551818847656,530636000.0,4655133000.0,0.08,48115500000.0,0.0,0.47144317626953125,-0.47144317626953125,12.175612973476587,0,False,2023-03-31,100,10,90,baseline,10,0.0
ASAP.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,2.4800000190734863,3077595528.0,725999972.0,0.08,6273882406.0,0.0,-0.30684661865234375,0.30684661865234375,2.479814011895106,1,False,2023-06-30,100,9,91,baseline,10,0.0
BCT.BK,2023-06-30,2023-03-31,2023-05-15,annual,fixed,True,46,52.48749923706055,477639723.0,300000000.0,0.08,-4997151769.0,0.3113184656598105,0.0575103759765625,0.253808089683248,52.48681351216109,2,False,2023-06-30,100,9,91,baseline,10,0.0
KBS.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,4.96074104309082,1525239117.0,600000000.0,0.08,3922923516.0,0.0,-0.21282196044921875,0.21282196044921875,4.960620180939364,0,False,2023-06-30,100,9,91,baseline,10,0.0
JAS.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,0.6272727251052856,7710376879.0,8593000000.0,0.08,57138395473.0,0.0,-0.1151580810546875,0.1151580810546875,0.6265677028366679,1,False,2023-06-30,100,9,91,baseline,10,0.0
ITD.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,1.3300000429153442,5264823000.0,5279869000.0,0.08,41305876000.0,0.0,-0.0944671630859375,0.0944671630859375,1.3306038670971594,1,False,2023-06-30,100,9,91,baseline,10,0.0
SITHAI.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,1.061192274093628,287597374.0,2710000000.0,0.08,1393960651.0,0.0,-0.013671875,0.013671875,1.0617871329939983,1,False,2023-06-30,100,9,91,baseline,10,0.0
MEGA.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,32.81956481933594,1683881000.0,871870000.0,0.08,-2032594000.0,0.0,-0.003326416015625,0.003326416015625,32.819236648809984,1,False,2023-06-30,100,9,91,baseline,10,0.0
ASIAN.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,6.400463104248047,186379816.0,815670513.0,0.08,-965028858.0,0.0,0.060028076171875,-0.060028076171875,6.400458906513708,1,False,2023-06-30,100,9,91,baseline,10,0.0
AKR.BK,2023-06-30,2022-12-31,2023-02-14,annual,fixed,True,136,0.7459587454795837,52451631.0,1471532856.0,0.08,239787774.0,0.0,0.079345703125,-0.079345703125,0.7463511016245471,1,False,2023-06-30,100,9,91,baseline,10,0.0
ASAP.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,2.200000047683716,3077595528.0,725999972.0,0.08,6273882406.0,0.0,-0.31137847900390625,0.31137847900390625,2.1999624175956902,2,False,2023-10-02,100,9,91,baseline,10,0.0
BCT.BK,2023-10-02,2023-03-31,2023-05-15,annual,fixed,True,140,56.56187057495117,477639723.0,300000000.0,0.08,-4997151769.0,0.3113184656598105,0.07625579833984375,0.23506266731996672,56.561554355769296,2,False,2023-10-02,100,9,91,baseline,10,0.0
KBS.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,4.22033166885376,1525239117.0,600000000.0,0.08,3922923516.0,0.0,-0.22408294677734375,0.22408294677734375,4.220495339507758,1,False,2023-10-02,100,9,91,baseline,10,0.0
JAS.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,0.945454478263855,7710376879.0,8593000000.0,0.08,57138395473.0,0.0,-0.1080169677734375,0.1080169677734375,0.9450271155972405,1,False,2023-10-02,100,9,91,baseline,10,0.0
ITD.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,1.340000033378601,5264823000.0,5279869000.0,0.08,41305876000.0,0.0,-0.0942840576171875,0.0942840576171875,1.340652917689154,1,False,2023-10-02,100,9,91,baseline,10,0.0
SITHAI.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,1.0607460737228394,287597374.0,2710000000.0,0.08,1393960651.0,0.0,-0.01385498046875,0.01385498046875,1.0600844720438696,2,False,2023-10-02,100,9,91,baseline,10,0.0
ASIAN.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,5.567666053771973,186379816.0,815670513.0,0.08,-965028858.0,0.0,0.029998779296875,-0.029998779296875,5.567402530851918,2,False,2023-10-02,100,9,91,baseline,10,0.0
MEGA.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,39.47004699707031,1683881000.0,871870000.0,0.08,-2032594000.0,0.0,0.030376434326171875,-0.030376434326171875,39.47029490935773,1,False,2023-10-02,100,9,91,baseline,10,0.0
AKR.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,0.695669412612915,52451631.0,1471532856.0,0.08,239787774.0,0.0,0.0694580078125,-0.0694580078125,0.6962726945011519,2,False,2023-10-02,100,9,91,baseline,10,0.0
ASAP.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,3.299999952316284,3077595528.0,725999972.0,0.08,6273882406.0,0.0,-0.294281005859375,0.294281005859375,3.2993434582413736,2,False,2024-01-03,100,7,93,baseline,10,0.0
KBS.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,4.1462907791137695,1525239117.0,600000000.0,0.08,3922923516.0,0.0,-0.225250244140625,0.225250244140625,4.146717547538087,2,False,2024-01-03,100,7,93,baseline,10,0.0
ITD.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,0.9200000166893004,5264823000.0,5279869000.0,0.08,41305876000.0,0.0,-0.10211181640625,0.10211181640625,0.9206168313610263,2,False,2024-01-03,100,7,93,baseline,10,0.0
JAS.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,2.1600000858306885,7710376879.0,8593000000.0,0.08,57138395473.0,0.0,-0.083251953125,0.083251953125,2.159967328085348,1,False,2024-01-03,100,7,93,baseline,10,0.0
MEGA.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,37.46309661865234,1683881000.0,871870000.0,0.08,-2032594000.0,0.0,0.020854949951171875,-0.020854949951171875,37.46402889503008,2,False,2024-01-03,100,7,93,baseline,10,0.0
ASIAN.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,5.646083831787109,186379816.0,815670513.0,0.08,-965028858.0,0.0,0.03302001953125,-0.03302001953125,5.64518836536931,2,False,2024-01-03,100,7,93,baseline,10,0.0
AKR.BK,2024-01-03,2022-12-31,2023-02-14,annual,fixed,True,323,0.7340806722640991,52451631.0,1471532856.0,0.08,239787774.0,0.0,0.0771484375,-0.0771484375,0.7349933507597026,2,False,2024-01-03,100,7,93,baseline,10,0.0
JAS.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,2.3399999141693115,4414196026.0,8593000000.0,0.08,-11544282136.0,0.3269224899526748,-0.361572265625,0.6884947555776748,2.340285808899427,1,False,2024-04-01,100,6,94,baseline,10,0.0
AKR.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,0.84504634141922,273114281.0,1471532856.0,0.08,59291402.0,0.0852568530618345,-0.2037353515625,0.2889922046243345,0.8457074125700734,2,False,2024-04-01,100,6,94,baseline,10,0.0
