Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
AOT.BK,2024-09-30,2023-09-30,2023-11-14,annual,fixed,True,321,62.23675155639648,5269658894.0,14285700000.0,0.08,55384119007.0,1.907056030363309,0.6198844909667969,1.2871715393965122,62.23632140685577,2024-09-30,50,17,2025-09-30,2025-09-30,39.89250183105469,-0.35902017966176003,-0.12055238875995622,-0.2384677909018038,12
BBL.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,141.7274932861328,110058999000.0,1908843000.0,0.08,473061020000.0,0.2352337042234515,-0.18385982513427734,0.4190935293577288,141.72752570918553,2024-09-30,50,17,2025-09-30,2025-09-30,149.0,0.05131330940274781,-0.12055238875995622,0.17186569816270403,12
MINT.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,27.508760452270508,29240934690.0,5479000000.0,0.08,183214623848.0,0.2237967270720304,-0.07914924621582031,0.3029459732878507,27.509365614783057,2024-09-30,50,17,2025-09-30,2025-09-30,23.100000381469727,-0.16026749291194953,-0.12055238875995622,-0.03971510415199331,12
CPN.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,61.87828826904297,19898007759.0,4488000000.0,0.08,120154806799.0,0.2821903946987536,0.04055595397949219,0.24163444071926143,61.87926571417828,2024-09-30,50,17,2025-09-30,2025-09-30,53.94023132324219,-0.12828501188149555,-0.12055238875995622,-0.007732623121539328,12
CCET.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,3.534690618515014,11651127561.0,6428153000.0,0.08,17417417506.0,-0.1238979823102164,-0.310394287109375,0.1864963047991586,3.5349550797192633,2024-09-30,50,17,2025-09-30,2025-09-30,5.400201797485352,0.5277721250054046,-0.12055238875995622,0.6483245137653608,12
OR.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,16.673603057861328,28829293622.0,12058768179.0,0.08,-15560274183.0,-0.0253790588577904,-0.19329833984375,0.1679192809859596,16.672715609969547,2024-09-30,50,17,2025-09-30,2025-09-30,13.904167175292969,-0.1660970261171365,-0.12055238875995622,-0.045544637357180284,12
AWC.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,3.6511361598968506,2690072194.0,32013716000.0,0.08,70540783275.0,0.463910372843862,0.3455810546875,0.118329318156362,3.651138536522392,2024-09-30,50,17,2025-09-30,2025-09-30,2.240000009536743,-0.3864923378809225,-0.12055238875995622,-0.2659399491209663,12
TISCO.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,89.17658996582031,7261251000.0,800655000.0,0.08,18471289000.0,0.0553973029748231,-0.06250667572021484,0.11790397869503794,89.17649044294576,2024-09-30,50,17,2025-09-30,2025-09-30,102.0,0.14379794113112698,-0.12055238875995622,0.2643503298910832,12
CENTEL.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,39.78829956054688,2807020487.0,1350000000.0,0.08,24586374912.0,0.231912841496547,0.11632156372070312,0.11559127777584388,39.78735292489789,2024-09-30,50,17,2025-09-30,2025-09-30,30.0,-0.2460094969791754,-0.12055238875995622,-0.12545710821921918,12
CPALL.BK,2024-09-30,2023-12-31,2024-02-14,annual,fixed,True,229,63.774635314941406,58828831358.0,8983000000.0,0.08,360292526701.0,0.0798242383212359,-0.010038375854492188,0.08986261417572809,63.77475910766475,2024-09-30,50,17,2025-09-30,2025-09-30,47.25,-0.2591098362748292,-0.12055238875995622,-0.13855744751487298,12
