Horizon_Months,Portfolio_Return,Benchmark_Return,Active_Return,Hit_Rate,Observations,Avg_Turnover,Avg_Universe_Count,Avg_Excluded_Count,Case_Name,Top_N,Stop_Loss_Pct
3,0.06615449834738273,-3.3533295267861565e-05,0.0661880316426506,76.92307692307693,13,0.47692307692307695,50.0,19.46153846153846,baseline,5,0.0
