Ticker,Company_Name,Sector,Industry,Current_Price,Market_Cap,EPS,PE_Ratio,PB_Ratio,EV_EBITDA,Revenue,Revenue_Growth,EBIT,FCF,Total_Debt,Total_Cash,Debt_to_Equity,Current_Ratio,Profit_Margin,Operating_Margin,ROE,ROA,Beta,Cost_of_Equity,Cost_of_Debt,WACC,Dividend_Yield,Payout_Ratio,Earnings_Growth,Fetched_Date
"BCH.BK,BCPG.BK,BRR.BK,CGD.BK,CHG.BK,ERW.BK,FPI.BK",Bangkok Chain Hospital Public Company Limited,N/A,N/A,9.85,24563419136,0.53,18.584908,1.8630604,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.095,0.05,0.095,4.57,0,0,2026-04-11 06:14:59
