Ticker,Company_Name,Sector,Industry,Current_Price,Market_Cap,EPS,PE_Ratio,PB_Ratio,EV_EBITDA,Revenue,Revenue_Growth,EBIT,FCF,Total_Debt,Total_Cash,Debt_to_Equity,Current_Ratio,Profit_Margin,Operating_Margin,ROE,ROA,Beta,Cost_of_Equity,Cost_of_Debt,WACC,Dividend_Yield,Payout_Ratio,Earnings_Growth,Fetched_Date
RS.BK,RS Public Company Limited,Communication Services,Entertainment,0.2,436443616,-0.56,0,0.28328612,-6.196,1875729149.0,-0.267,-680053149.0,-39055395.0,3831791360,205245008,238.921,0.144,-0.65200996,-0.52489,-0.55649,-0.06273,-0.004,0.034760000000000006,0.053069915320232884,0.04166899327057105,0.0,0.0,0.0,2026-04-11 06:18:28
SPALI.BK,Supalai Public Company Limited,Real Estate,Real Estate - Development,16.4,30937847808,2.09,7.84689,0.5758225,14.146,24124324389.0,-0.184,5845279711.0,745996885.0,37987930112,4001707520,69.339,2.657,0.16643,0.203,0.07455,0.02856,0.516,0.06596,0.019073195798344423,0.03801627640179821,8.54,0.6699,-0.304,2026-04-11 06:18:29
SPRC.BK,Star Petroleum Refining Public Company Limited,Energy,Oil & Gas Refining & Marketing,6.85,29700929536,0.59,11.610169,0.7833943,6.404,241267206794.0,-0.102,3371282832.0,6009679013.0,5579713024,976186560,14.714,1.851,0.010620001,0.02002,0.06673,0.0228,0.531,0.06686,0.04621508810414405,0.062133156680720045,8.76,0.5085,5.245,2026-04-11 06:18:30
STPI.BK,STP&I Public Company Limited,Industrials,Metal Fabrication,4.12,7466562048,0.11,37.454544,0.8535322,16.771,3408889323.0,0.288,457478296.0,1030773249.0,3662833664,520410912,39.843,1.844,0.05725,-0.24962,0.0251,0.01204,1.054,0.09824000000000001,0.050542289653915336,0.07921521333318551,0.0,0.0,0.0,2026-04-11 06:18:30
TFF.BK,TFF.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:31
THANI.BK,Ratchthani Leasing Public Company Limited,Financial Services,Credit Services,1.62,10091512832,0.18,9.0,0.71713144,0.0,3218415229.0,0.14,757225162.0,9826391546.0,26186733568,1214675584,186.06,2.629,0.59505004,0.77866,0.08367,0.024920002,0.288,0.05228,0.0,0.014542717556958872,6.79,0.38889998,1.567,2026-04-11 06:18:32
TID.BK,TID.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:33
TIP.BK,TIP.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:33
TMB.BK,TMB.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:34
TPI.BK,TPI.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:34
TR.BK,Thai Rayon Public Company Limited,Consumer Cyclical,Textile Manufacturing,26.25,5292000256,-0.74,0,0.19453378,-14.742,10175960000.0,-0.212,71876000.0,199976000.0,3274648064,319598016,12.038,0.959,-0.17353001,-0.10302,-0.05722,-0.01651,0.047,0.037820000000000006,0.007798700654507953,0.02574797533907871,0.19,0.11359999,0.0,2026-04-11 06:18:35
TVO.BK,Thai Vegetable Oil Public Company Limited,Consumer Defensive,Packaged Foods,24.7,21969940480,2.46,10.04065,1.8994156,6.473,27793372328.0,-0.006,2739872274.0,1234400701.0,9744194,2802521856,0.081,3.902,0.07875,0.07606,0.1926,0.11221,0.215,0.047900000000000005,0.40329389993672127,0.04802179757567527,9.47,0.7033,-0.354,2026-04-11 06:18:36
UOB.BK,UOB.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:37
WPH.BK,Wattanapat Hospital Trang Public Company Limited,Healthcare,Medical Care Facilities,5.85,4177639680,0.5,11.7,2.1674695,8.775,2329850482.0,0.226,459498616.0,-325889784.0,1230016000,130511976,60.101,0.971,0.15,0.20777,0.19544001,0.090220004,0.588,0.07028000000000001,0.03080314971512566,0.05989937774854778,1.25,0.0044,0.299,2026-04-11 06:18:38
XPG.BK,XSpring Capital Public Company Limited,Financial Services,Capital Markets,0.46,4922087936,0.02,23.0,0.41366908,0.0,990211177.0,0.158,243092125.0,-840969179.0,111485048,4707686912,0.937,71.977,0.20886,0.19083999,0.0152,0.01469,1.343,0.11558,0.024905806202819233,0.11346139719405328,2.17,0.0,-0.482,2026-04-11 06:18:39
YUWTA.BK,YUWTA.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:40
BCH.BK,Bangkok Chain Hospital Public Company Limited,Healthcare,Medical Care Facilities,9.85,24563419136,0.53,18.584908,1.8630604,8.697,11984477406.0,0.069,1878167772.0,1553256842.0,870890752,1692250240,6.13,1.337,0.10949001,0.11875,0.10099,0.06498,0.287,0.05222,0.05698698933939306,0.05199296960307288,4.57,0.8113,0.145,2026-04-11 06:18:40
BCPG.BK,BCPG Public Company Limited,Utilities,Utilities - Renewable,6.75,20221376512,0.29,23.275864,0.717856,17.045,3554728000.0,0.831,2586090605.0,1781948051.0,27107411968,5170592256,95.369,1.427,0.24065,0.2338,0.028770002,0.01084,0.62,0.0722,0.04225700341117861,0.05020973197255185,5.19,0.96550006,3.8,2026-04-11 06:18:41
BRR.BK,Buriram Sugar Public Company Limited,Consumer Defensive,Confectioners,3.78,3069739264,0.34,11.117647,0.8167675,9.652,5941613681.0,-0.206,487124334.0,124044330.0,3508558080,172412704,94.761,1.107,0.04531,-0.26263002,0.07063,0.02611,-0.046,0.032240000000000005,0.043290841005544936,0.03351614047553762,4.37,1.4706,0.0,2026-04-11 06:18:42
CGD.BK,Country Group Development Public Company Limited,Real Estate,Real Estate - Development,0.11,909274176,-0.07,0,0.2682927,-3.402,561467582.0,-0.632,10571619.0,-550200435.0,2079515776,2982925056,51.786,0.74,-0.67425,-1.54441,-0.1361,-0.00861,-0.255,0.019700000000000002,0.28268622618037786,0.1633413798586004,0.0,0.0,0.0,2026-04-11 06:18:43
CHG.BK,Chularat Hospital Public Company Limited,Healthcare,Medical Care Facilities,1.4,15400000512,0.08,17.5,1.9690576,8.431,8346856623.0,0.147,1249034173.0,985484809.0,583559040,1888187264,7.065,3.107,0.110410005,0.1379,0.1184,0.07587,0.139,0.043340000000000004,0.04716666714648102,0.04313530086630856,5.0,0.82839996,1.448,2026-04-11 06:18:44
ERW.BK,The Erawan Group Public Company Limited,Consumer Cyclical,Lodging,2.68,13096971264,0.17,15.764706,1.4604905,11.363,7905307128.0,0.015,1570561312.0,1328971010.0,14618947584,1893948800,149.369,0.614,0.10568,0.25711,0.09386,0.03717,0.165,0.0449,0.04204994897668278,0.03896081582846465,2.61,0.5248,-0.012,2026-04-11 06:18:45
FPI.BK,Fortune Parts Industry Public Company Limited,Consumer Cyclical,Auto Parts,1.61,2435978240,0.18,8.944444,0.9459459,4.209,2755401000.0,0.113,404246000.0,250636000.0,1245828992,550998976,48.296,1.813,0.10031,0.13114001,0.11128,0.07152,0.249,0.049940000000000005,0.028249462988897918,0.040688700919364156,4.97,0.4348,-0.64,2026-04-11 06:18:46
GLOW.BK,GLOW.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:47
GPI.BK,Grand Prix International Public Company Limited,Communication Services,Advertising Agencies,1.63,978000000,0.14,11.642857,1.3415637,6.802,829340755.21,0.196,109707649.6,108168479.75,13446235,61240116,1.844,2.348,0.098570004,-1.40191,0.1106,0.08356,0.217,0.04802,0.047501968394870385,0.047884127679399584,10.43,1.2143,0.0,2026-04-11 06:18:47
