Ticker,Company_Name,Sector,Industry,Current_Price,Market_Cap,EPS,PE_Ratio,PB_Ratio,EV_EBITDA,Revenue,Revenue_Growth,EBIT,FCF,Total_Debt,Total_Cash,Debt_to_Equity,Current_Ratio,Profit_Margin,Operating_Margin,ROE,ROA,Beta,Cost_of_Equity,Cost_of_Debt,WACC,Dividend_Yield,Payout_Ratio,Earnings_Growth,Fetched_Date
AKR.BK,Ekarat Engineering Public Company Limited,Industrials,Electrical Equipment & Parts,0.93,1368864896,0.13,7.1538463,0.80519485,3.231,1917607999.0,-0.306,261795421.0,338581444.0,73750312,393124704,4.333,4.763,0.09873,0.27127,0.11191,0.075040005,0.107,0.041420000000000005,0.08936307957585318,0.04295728178149083,6.99,0.77519995,-0.369,2026-04-11 06:16:23
AP.BK,AP (Thailand) Public Company Limited,Real Estate,Real Estate - Development,8.45,26582849536,1.37,6.167883,0.576713,10.64,37344606178.0,0.134,5832585844.0,1786183343.0,31348867072,1856120960,68.035,4.428,0.114779994,0.15090999,0.0962,0.03797,0.434,0.06104,0.018325319338672656,0.035942306867356,6.15,0.438,-0.001,2026-04-11 06:16:24
ASAP.BK,Synergetic Auto Performance Public Company Limited,Industrials,Rental & Leasing Services,1.14,827640000,0.07,16.285713,0.9531773,6.095,8633610840.0,0.212,386038527.0,2539775671.0,6102679552,254478432,627.629,0.772,0.00596,0.01784,0.0946,0.02981,0.206,0.04736,0.04520996238604402,0.03750455644213272,0.0,0.0,0.0,2026-04-11 06:16:25
ASIAN.BK,Asian Sea Corporation Public Company Limited,Consumer Defensive,Packaged Foods,7.05,5721410560,0.84,8.392858,0.9060532,5.009,10766709293.0,0.085,1007468079.0,465496300.0,24715752,474317856,0.318,5.644,0.06276,0.0694,0.11434,0.06545,-0.136,0.026840000000000003,0.0633514205839256,0.026942547626753254,7.02,1.1751,0.303,2026-04-11 06:16:26
BCT.BK,Birla Carbon (Thailand) Public Company Limited,Basic Materials,Specialty Chemicals,44.0,13200000000,5.76,7.6388884,0.38318512,5.334,12001807206.0,-0.142,2794425809.0,871555906.0,0,5307467776,0.0,2.211,0.17202999,0.08293,0.05154,0.020739999,0.361,0.05666,0.05,0.05666,2.27,0.1736,-0.852,2026-04-11 06:16:27
